user_id,预测结果
RaWo4dot7l,0
CjLuoG%Y93,0
ycwl!Uu%ut,0
pIfzo8WDm1,0
b%DlFzgWF@,0
Z2C2o2!Wn6,0
EEPTUYn0^k,0
xEN#b4$f4g,0
jLN3UVi^@4,0
9aOJm3JW8g,0
XTeof!!G2g,0
9Z55a!NPjb,0
f0KdzCWzpi,0
A$OO*G5G0A,0
z#MePfTsyD,0
n*ebqjCuX3,0
9#Ro*!k*GX,0
30WGR%FEYn,0
1zeEEjz6vo,0
SInux#b1Pf,0
ObV^g98tMB,0
kc@QihcPaB,1
5@g0i8GHjg,0
C#msq3gcRe,0
BjCvNmR6qT,0
cxkqZ4f1zu,0
XUrJr7Y0A@,0
0#qgvOMkI6,0
NyUPWNco$w,0
6ugEb6QnjY,0
bORyDy8@83,1
E$h*OD7ExK,1
#Pq!ch!c^%,0
8amnaT9c9%,0
psPSbzrH8u,0
qF@!$dGjuH,0
8MZh9idA6l,1
i@inZXcMk1,0
3fzW7CabvT,0
yeIuRJEm!Z,0
&Bmifa6m0N,0
ia!OIGoY&U,0
de58bfdY3L,0
blpV0CRP$a,0
p3WuoikAVf,1
!udq8XKJh1,1
b$29LMF&be,0
nrQNAwnwSR,0
lVGwBJ713o,0
Un^nobQktd,0
SJ&U2*sGAC,0
xk&q5FoCch,0
tJcnHRS#$B,0
r@5Mf$Xbs*,0
TDXqQGA#9f,0
6^3L%2d&!c,0
$sEPxEGA!5,0
wURpyk*9Vo,1
u$IR@v*#Ek,0
wq8&mpXJOQ,0
nbER&zEZ8p,0
yZfgkg8ogB,0
3@1om5Q&&P,0
nsnWHYEER$,0
XIX&E1nZ2F,0
NEgqMjsHB*,0
b9tb9YiBvd,0
iCBP#ZKmWk,0
1Ms%oMFoDQ,0
*i@MTOJf5K,0
vUUk#5lGr$,0
PukgfX*9N$,0
rWCsm!1h^A,0
jl$5*F23@9,0
x7JbahpCfr,0
HjxlQY8XY8,0
#!9wHkhgbr,0
vwWir&*I#3,0
Qn!V^jetE$,0
dPzuORbC3Z,0
2mbcBgq^B0,0
t&LMLs#L#v,0
q3Qcb1Q0aH,0
oLc#@c7SCs,0
Pq7ePv4R2U,0
lHm*mQo#7T,1
OmNON1jBRb,0
cm*3L&gK5r,0
i%r$6v&7eK,0
ccsE%10SUP,0
p3Cs9VvARC,0
n#n2wiroTO,0
vFWXInzLQj,0
JIJo$gJkWa,0
%Zbl0K*39&,0
3G57hLB*Dq,0
Xn4bf9tQCl,0
ggGSnIACIc,0
AL7lxeoTOL,0
aIiqgnPu#m,0
HIA8SfMUPD,0
@y7!2cDmlq,0
*YuhpzXgzK,0
9*NgjRTQp5,0
0zg9!WL&*c,0
%YUAYUzRTJ,0
u!BnC2M5WL,0
fPzGcPUiw$,0
XHCtUtJmrt,0
*YexMyDWmD,0
DdxlTlm@br,0
4SdPkgoB%6,0
r0y8PgWGM!,0
yuW!tHzwgf,0
@8v^C05R35,0
&5e2$xTOI2,0
TWvGpZndQN,0
3wBE0tPuh8,0
5hsnZi*B99,0
634zx2jy48,0
pTkZ5j@rqE,0
H8B6*QMZ8e,0
GUJS&8pMZm,0
yIr@r9sFLB,0
IXVpnHx!vW,0
GAo8*#sHjn,0
%I8cSxstDp,0
onvhfl%Ve6,0
FAfW4dyijh,0
FWcpC5Ut!1,1
GL3u83*amX,0
2if@Vh3Z0&,0
7yo57Pb2lj,0
IomB5rteQo,0
1y6qciSm5E,0
rZOL#WhZ@A,0
2YiBE*WfP3,0
w4D%yaqH^z,0
CUpdUe0uZr,0
8stvW@qtZC,0
5aTtd0rF6!,0
1erDuT^&TK,0
CMpB4vRQhN,0
^!k5Zh@79k,0
qTzcfFc9UE,1
fV%&fbagp3,0
E3LQcOjF9B,0
ih3Vv1JPBA,0
nt8OgBFhYf,0
IG7L@bw2$1,0
liaQvqqZ@f,0
8#Qsk%Gk%k,0
bGEjjwX5sE,0
h0l$R6OIwD,0
5cP09x7nVP,0
po$qh5FBY4,0
Z6VIGd^$u@,0
vImhlV6rf*,0
Qcv&AotRJi,0
nbE0cj67e!,0
U3Zv@B1TJo,0
%CyCA737T%,0
5cHehBtett,0
qBu*7Bsq3P,0
#rSa900Z&d,0
S0vIqHxuXs,0
Sm$ocAJkLd,0
X&HTFiToD9,0
TlvOp@#q5M,0
nrpm#uB5*H,0
siQD$mXRN8,0
8sR$VqeA7#,1
BIL5I7QGV2,0
!6lX^6&B5e,0
^efgeOaLko,0
0!T8z*w@nz,0
2VIBRyHRRo,0
wDaAurQS!U,0
eTfrBP&y4B,0
q#&ozmUEuB,0
kDpu^nNuwu,0
gwzxvae#Cd,0
GH6Cz$h90i,0
RkeousZ^8Y,0
IBjRyVIxv2,0
aLT*9BhI0M,0
NYc4Xvcfmj,0
YCS9LjZkm5,1
fjJ628*XpU,0
jA*t4$idRA,0
qwov%H&SbF,0
sQ!wAlrlsm,0
wgNseWTf42,0
%%d8*CtUyG,0
m4MKwP8ybR,0
L&ccA84gtx,0
W23@aWImdQ,0
v^oalHD#7J,0
b1btxXjYOt,0
P!$4SpJslN,0
BL3AGEch^N,0
So8xlc7%tS,0
64O^lPGu!L,0
aEqCHYrnbp,0
rLbm6$mSuL,0
oyMrWeemRA,0
Csvi56z$Vp,0
iDwhM9n8sA,0
Wtg7ULXruU,0
elz$^tsWrS,0
1zMwu@00Cp,0
Wx8STQ4Q5v,0
%!M&4rFqHI,0
ssr^b5%85D,0
SX*9G7OWy&,0
08nW*s&Nf&,0
98HMt@E#dD,0
D0Hy3IF06F,0
r8q@T91*7D,0
EKKnrjAJjf,0
RkzG@CZhdD,0
zsLifks27Q,0
yoo%Ar@3YS,0
rFNzarej4*,0
73Kbt1I*HP,0
H%7j6w!nte,0
9nle^vET6!,0
ueU^lljPNd,0
sgOY&6npi7,0
o%IZv0220F,0
dV2l8f*oQd,0
JuXMnyJNcT,1
rG27m$7$E^,0
G*osB^n*QU,0
F#8W%SXLkX,0
KH#jJhqYai,0
17%KDylrsQ,0
7&BCW&xO&G,0
c8OyY@pkSA,0
C6!^!Ql#lt,0
m6z0Ta&Gfb,0
c%F8Dj^p1n,0
%uy8YgWI3l,0
x@8zHgmS*i,0
z$xQkyQSqE,0
Sj*Rud1Flj,0
9%wxb#ixzZ,0
N^lq9Iu&Bj,0
WympQe!9lY,0
0DVir!fHZ4,0
iHEqAy$1nG,0
r#euORrNk!,0
p34qO9q&2m,0
NOJ6#GZLoV,0
h#mXc5&bmI,0
o@Kf&CKKcK,0
$T1JvOwIDa,0
$HXXWYDc5n,0
Evkk^JLVTR,0
HTfRDc#h83,0
W45Ghc1z3%,0
@rtcPuLiy!,0
yyZm@B1PVH,0
6YNxQ5nFGv,0
2**AT$Wh8W,0
ifjXS5jo!N,0
P2H#s#4j@5,0
to8o2zZOas,0
b^Q#3%1Bty,0
EWaNtK!XVf,0
w2eBpbOxNO,0
2y*BZ7mPIj,0
wqYtX^zt6c,0
dlR@@sdSdF,0
ioEDxoS6Da,0
F$U$W%V4tn,0
Lu4m#igp9q,0
rrJj#PAiWV,0
urViI9W61&,1
p57O$nq%^t,0
0YSWYh%1IE,0
TM#X!u^Sfo,0
6su17wBP0x,0
RR!5M0qD$9,0
sX&xxXeRQh,0
58cIMruO!l,0
Hbm$JLPPKj,1
@$#c9v^WlD,0
KpZD&!2$vL,0
BB!Ms9sIhg,0
K0&Se4F*xT,0
d6LbtzP^*Z,0
piEYV3clvg,0
Op$1UZOhNQ,0
GOC7Xsx0Pp,0
qfA9O9xaqP,0
M#wbBK&*pR,0
KAKAs$@^jN,0
wCHtbHz1Zl,0
E08vqks7%I,0
zB#fnM^nsy,0
LH2Oxd1L3D,0
ItPS@4Zsny,0
eL*KtMnUra,0
&0^HwS%Vo^,0
rAgoWH7Kg4,0
Bds*Ynl!7*,1
7rWVUBpAsv,0
K9bgVTd&e0,0
4Fm88PQzKg,0
f6r3w1yX05,0
WVk51zW^KN,0
zGaY$Qu7JU,1
e@$BuhUcGV,0
i9$xVeTqUd,0
uuh6My7SFG,0
c%1NL#k1xQ,0
^EbcsFelAw,0
t&NmFr50$G,0
mx$AmybPqh,0
f7MO25Eceb,0
v1$*FyUPV0,0
15MDE6RwZb,0
J#Bh*B#*zC,0
PLo*Vc3tHn,0
rkr1XgGMrg,0
er^3Yl7@1V,0
EaTaJvk$X@,0
YI$T$%DeP8,0
FbAoHeWcHn,0
IEo^$tGWdq,0
FMOEg%BXAv,0
t5qW4MAVxY,0
Djr1qb4dha,0
6KExPna0ra,1
U%C3Sc8N6u,0
r2mOMAQpbY,0
rwQ6g!4n2U,0
f4nmScXDG3,0
f1Y0VZbZBS,0
!B*KJ@YKKK,1
&omu29#BzA,0
zhdQ$c6YRo,0
8bOiDG4lb^,0
eot7B6S2CQ,0
AH5LvO1VxF,0
caAekq&8xL,0
pmBMv7gcSK,0
qbtUN0vR^@,0
Qoz8JIimsc,0
sDFq9lcK#m,0
^xZCWiZzo!,0
n@U0u0EoAo,0
&f3^q@t7yn,0
rOQg$F^Jev,0
XGlg@HW2SI,1
Yvo#wFfEeo,0
O*%OXUQ^Jx,0
d81eAlV3Ij,0
TqTTCRsLgS,0
mFHcn1j9!0,0
OGwy6LC$d9,0
#^dTDH5pLu,0
44!Oqt*XWu,0
Dk^67cO#Fw,0
dsj*YXK2Fi,0
mkXOBbt6Dh,0
b&5RrXnDgd,0
nykp!KCxvt,0
HmawnmuoiO,0
gUI9tIXE6Y,0
A#M17wAcA7,0
oQIceqSmw3,0
#6LTd2Ejpn,0
^3f4Idd&Bz,0
JfEEWNEOgn,0
edp&EIhL^S,0
*jL6rv%62V,0
peD!Ur#Z6T,1
4Z6KzUPuKQ,0
Mdw%rw6wd#,0
MKCJAjXBNe,0
G!Ky^f8*Jz,0
utl5wn1Goh,0
07t3nGr3#H,0
wV28%p0t6b,0
CD67H@QYoq,0
P!978DJCkF,0
s@eozxRst@,0
RZY&%dgSV7,0
y#kYX7&h*x,0
gWC$y@Gv1M,0
%jtpb9F74q,0
NEFLO34k3h,0
LZng2f@hk!,0
MHION4$^d^,0
U@FsBuFdQR,0
aja!7Xufkq,0
K1Qr%YnPm%,0
J433CRn9jT,0
6z%E!IYq9j,0
^LClrV0I9x,0
MO@IdcaGtd,0
CsseUBsTon,0
Lq6Km67EVG,0
VH9@IcIa63,0
lzMRTwMyuM,0
VXHjYIlx%2,0
SLN7zRzDR!,0
zWjCB1sQbG,0
vHuA%SVQf4,0
9B@@W!Zb1j,1
E$BITb03f6,0
YF17rHZEJj,0
QS4cDIR&Oa,0
bU0dP#1!wD,0
R@w4vQmMv4,0
4K4IAT7ls!,0
nTt$NNcsT@,0
u02Efcd%AQ,0
Oz0RTb8E3m,0
VSjLdsHYI4,0
srDj*rDVLr,0
SJwI9Lj2N8,0
v1rVL!4Ym*,0
gaXoI71bED,0
cIq%H!oCP1,0
6DjgwDo6L^,0
*qF2okDpm!,0
KB^GU1lznf,0
6!Iy5OX5$W,0
sQJl3ri^bK,0
0dwS1Vvoqb,0
3g%6N@rl*l,0
RSG1s4KS#t,0
FbakAYeb3%,0
hvp8B*w@mI,0
eTee4Skhl6,0
qWj4b4MtHh,0
zGzIQ3cLb*,0
EZjaBgzHI7,0
ergaJdkhUN,0
Y*5UPog*%L,0
avhX&gdSY&,0
ZNj$u6uS*6,0
vLaSZCq33Z,1
SeY4ZgA*x#,1
FwPr1HgMQG,0
zczNtvf^9I,0
M72UF*9yq^,0
LtDh$HN3qx,0
6!*gTv2YB7,0
Ss0&lEM2H!,1
JCLFiT$#v^,0
U%17RJ2^YL,0
$jnE4YEttW,0
lirPYA8jVT,0
coDMK1ahR%,0
@L*eX3gtXL,0
JUwcotNLvH,0
vPvngoDnEN,0
Ox1Q7bMH$X,0
yvLw6$EoV5,0
GpL183gjLk,0
q154zNtDyE,0
x*@O4WuoHZ,0
Ng5jsY#fFv,0
tU74ac$Ols,0
SK@yM9HART,0
pAG2sY6lye,0
!rHMaG7tH^,0
Y3HuhwlF6p,0
26Gl2bZw4I,0
3AA0@5DpZ*,0
$P97jvnL9w,0
sPnjz@3vkk,1
lRY9Oo^tnX,0
d0$I8&md1E,0
HI94APxXXf,0
PW5$QgFC^S,0
Fg2v#q%A1D,0
0V&gB41Uc!,0
$l8z1T*@Y0,0
XJMSUEuUWU,0
Ub*snjZinb,0
OmB8Z18pSz,0
aO&iWxe2ZN,0
Nie#jz0Gl2,0
Ecl3!@Ijf3,0
4tINR8mZYe,0
miFM7an4!e,1
7M6boSOgHM,0
e!RG2M%Xjt,0
IjErjyf!cs,0
8q^@TlL6L6,0
rn2zNdH72L,0
oRjJjFs^jr,0
sIjpZ%9#Mz,0
QZ$J6Lo8Kt,0
NtbQ%QTcZp,0
mK2asyjTAg,0
UVNcAkWuYW,0
Bq^IxcU6zj,0
8T%%u!iO2@,0
1ai$oh!YIz,0
X^DpT7FoeS,0
xKYC@K0Os5,0
CoGF$fyT6G,0
h!Yhzcymw!,0
Rgt$1LIfEj,0
!Qb7nienKs,0
fAbWzR^%Nx,0
cmBgBrhHrO,1
5lZ@LS!HNA,0
8QdCiR^Y^&,0
k!QXnyK70p,0
ZLIQmnaf@R,0
TJZOr1wpDf,0
GgQZeV^Moh,0
VzY$aOU4&d,0
@D^BYK5jLK,1
YcJK%n3H90,0
CQu@XXHteD,1
0a8#%1BmXN,0
mHRVQq4Lc%,0
PHLIQyDM6y,0
T%rvwCP7k$,0
cV$^*U6Yu!,0
vpqykWjAZN,0
zuugRaNt$b,0
XNdcH%eK0h,0
UTi#Mpit9x,0
z27Up5#OVO,0
EkD*8GdPVE,0
2XtErB!bBi,0
43!f4eX7%f,0
A3bysv5Xr2,0
6CBQHhIgDR,0
oS67Q*M3xA,0
x9#EYN8lN8,0
$Obiuc3WC3,0
JHzTWy#j!&,0
m$K7V47Tj^,0
9kk%$Z8VHV,0
414dEWWzAr,0
DvB8ziLFFu,0
HM4IbNKVSH,0
FnL*QA&Hv!,0
qQRBkPgZ#k,0
@FX1JTxtkl,0
IhSRJ1*Y0g,0
SKm%lEpzEC,0
*!FNfQb^xs,1
YhFokR6k9h,0
Cb%JGZux0N,0
I1seHznmgn,0
Mf&c#yO9@q,1
$@bDEabTTM,0
RBOWrvp4mD,0
^bX4^kcXEP,0
oPfRm0Wqzh,0
111YbHlK#R,0
73HPbatFlx,0
1I@DDWLE!F,1
xmnf6ZYSUl,0
N#X97Guc#w,0
4XqdT747Vj,0
5lAyG9oYRu,0
1xK#3ya7qN,0
oR@mX8q5%L,0
tq*RMP&71U,0
gXvRs6JLDw,0
AcK#ZCluJ9,0
NBUX$!5blr,0
@Py3*7w0GX,0
4C7l9Fg6N%,0
iN4^z70&9&,0
d8OUPTghJR,0
WAtp%OtAy0,0
GM#*sfdbTL,0
4kf6jfmdD&,0
izPj6^ur8N,0
$WnW35$aNK,0
TCv*B4lhV^,0
tGYYmGoZ@x,1
sA!^TGz#al,0
2eA#Q0%%vK,0
bgb$$#tH5*,1
n0^zvn%Lau,0
1VRChV6GzO,0
w$&b1ac%gv,0
ZMlfrPsLPB,0
BsLYzqhYk#,0
B7RfRBBVam,0
BrMmdfTX85,0
L4f6$0LZ0^,0
ZdzrMNZ9M^,0
w3SF*1%Ydt,0
7VhksJPaLT,0
kVTtof*1m^,0
mqqVxFhBXI,1
YJd%h$YDj2,0
FXKYZ6#X@$,0
QDT&cMAclL,0
Gb1bPg96n6,0
h6fRGFGalg,0
VAKTuO5@DN,0
kdy#H&ohTx,0
K*$vkf83o6,0
nSpAhSkxJS,0
chwnKd*J1y,0
yETmJ1jRzE,0
#8nH2XM#^r,0
ceqdbChwrY,0
kuu3P%*T@W,0
ny#nS$7cNG,0
!7YKuZDUNU,1
HdrZwFhwDd,0
ZaUr7rWDYE,0
wxBoVNMnWr,0
5l9idwSd6b,0
Gx*Jr&Ie#!,0
$4WANTVM37,0
q#JnlpWJMX,0
OdeEl%WesL,0
JhcoL$*78$,1
cEzetPsbHF,0
DsI@15vFDE,0
GZV%!zrUxy,0
ZzSweLCPLg,0
MPjz*GRa9b,0
&T@FKCeKTp,1
0Asw6Fn$k@,0
iA33ry%Z!4,0
^jxUF^VUy0,0
u#UN9A3Aq2,0
*uIg8oLMYE,1
&DLlF#KUOw,0
f2^8Dz01Qs,0
sckaEGlFxz,1
IFvME&qXsp,0
VcHo!O0fKA,0
RVHV^8ULPC,0
$I9WQwz5$R,0
aC^UwtDc^S,0
5GQI9A9QB!,0
4zEXBbz^*n,0
ypK^^8jrp3,0
%MId%p1dCh,0
0B%JCZ$Eiz,0
Tj9V@2O1jD,0
Ao3j@&fES%,0
sl61Ve3At4,0
d0Nb3kOv6L,0
!r0kH7Xyj&,0
JhrfrapM$O,0
GmH!WRt50h,1
qznP3QaQVL,0
nM@&02Yt8f,0
jW@Pm6CHZT,0
aQVq&*sgT5,0
%22zGDbYwJ,0
#I8C@B0$ao,0
qbr8%o@5HH,0
wUDzl@BQtG,0
mfvnyU!II&,0
aKSqphRMlJ,0
#lO%!ZiSQb,0
xe*1!cAH!@,0
xhP9f#8C4D,0
A#PI&i!Oxd,0
G%&gB32bW4,0
NKw%VzYri8,0
6XqFZxGi#i,0
57Q0DLW@RK,0
Xo#sOebrOY,0
Uci2WpEOaP,0
CbxGNqikUp,0
9@ddB4E9f%,0
Fb7oZiLEIE,0
Vh0Y%w6D9W,0
9BhAs^PeuI,0
kmcaujn1#n,0
eMRR7UK1W5,0
n1vSVl4kKd,0
XMVI4ItV56,1
$43IRCv%v9,0
sc58pv^cUh,0
aX^q&WpSUd,0
pc@AR@NSOU,0
5cU6UV7#uZ,0
8wQZ1boZVn,0
EfpAvvYnbh,0
Mw8CehRqih,0
bblQ5sqCh8,0
J6SB0AdVTn,0
5bua09futu,0
5o&n*5pT6d,0
kQ$9Yd^Yo@,0
frdPt3lunO,0
adxD^RO@jY,1
Eawd#vGAni,0
bpqimAhi&U,0
N3rILkwLlz,0
RQC6xw^WDl,0
bd4bc%x49O,0
aRL1dd@7BO,0
Dz0W1VHNZ9,0
6Exdd*n&#w,0
fNl#hzcl5V,0
I*DFwuTgFY,0
J%RyGLbsbR,0
h8o@UfZ$Jd,0
8IPLCe^MVN,0
BhTvSqMIOT,0
1lb2YgecYZ,0
&yqKeYY2yW,0
@Fy$VI2j!!,0
bK*F$NhdCT,1
JS88MVg!hg,0
TJ$w#3IgEQ,0
7VEWbr0XCB,0
!*Jr%IVzlN,0
oEpXfG*Q2%,0
1Y#loj^GJU,0
5ZRqIjBow3,0
3%TFWErcYs,0
PB&Chh%&cZ,0
*hzDHBBUpa,0
q@LUM2XViT,0
gZ!Fdpo#NA,0
A#Vga&^l*z,0
AT6GpH@Z*h,0
B4#bMoC5uz,0
UGz#3p27rd,0
L3VMQfGIsP,0
fSLq*GIxv%,0
B2G2Pb@T0%,0
I$ipsIqocc,0
HW*^X##YdI,0
Z24dihZiB$,0
NbX7qMZX@h,0
Ng@mm^OrIB,0
*wGozwOTaD,0
seI^H&iR*j,0
FDuSiQk8%s,1
D4t7oUDHRK,0
6KUAxFJW2M,0
%r55Q#JMpz,0
XWze7&js7b,1
1Luf9ee0u*,1
jvjzeJ@N2v,0
foUHY$BIav,0
qhps4#bSYv,1
k!lzx5iWh6,0
@P4AzU4Vis,0
Ms*QtXBMIV,0
KTHC2s0ri!,0
DZkyFRHUCF,0
ihmM2ICHk@,0
Kj4xo@X059,0
n4dlPfyUXQ,0
p#ZWEB9CnJ,0
&sI4kzNqET,0
4x4ce@bo&z,0
374xz4L7^I,0
nMsKWyW0g*,0
S^unFdrszR,0
So1cfTlmm0,0
^m0kYJ*LDQ,0
kJOanlrzy*,0
AKg@dpSN&m,0
*TvPGZW4oO,0
gjv&L1aAqF,0
C6a3KnRXRi,0
FuidRQBj@N,0
2WlR36XDmO,0
n&PnF5&2Z6,0
OSNYiLJ&G@,0
T!N^!RNflc,1
6Jah9S@Et*,0
U8&@Y*fUTL,0
fPk%j6cgPR,0
!Q%ODQjLM^,0
XBsHMb88nE,0
yTPnUOnGZf,0
sTfg61YxbJ,0
g3U9fz8IRe,0
F&1zLIFmNH,0
iz9CYpMrei,0
j4OthyadX#,0
LpGfob1WhQ,1
TBpNA1U*i!,0
kzgOhf6rEb,0
g#FmotxWqZ,0
MJ$mrfZumY,0
w%fovaw8RH,0
Q&q8NrmeE3,0
SAaEc1^#&B,0
$uM#4atYRg,0
&xPgYJHc1Z,0
@t&1VbWiE$,0
TPR69aLHrZ,0
TpQKKU%WuH,0
&0!dg67$ng,0
fqtz81#FAe,0
siRs@5xI37,0
SP9zhIZJDF,0
cVR*4l9ihn,0
tZt!TvuKf^,0
0o$Vn6wC2a,0
QO@4OZn2OH,0
p1ZNxV6X8j,0
5Xkoy6Ljul,0
Y!o1sk8ZQL,0
C3ODJs5ibX,1
SBQdw4#s2L,0
L5!fCM^6vr,0
hTpFNtNXhh,0
HvV%g@!mCj,0
YHEAQDKcrx,0
NCpuh9L51g,1
ovzs$2hqP#,0
CkWC7BablQ,0
dQ*#MNv3!o,0
eFCzNHG&8#,0
m525dNx73x,0
j60pIoQN4h,0
KSND7g$kz%,1
BK44lZm9*X,0
FOwEGDaTSX,0
Zhlmej9sZf,0
o0uoSZa*#I,0
BRODS5WX#l,0
0WA@jJf0Db,0
gQ2GBGB3Xz,0
#jvMhmSjoa,0
CnM*M0RSnW,0
RgPd*et@nO,0
78fM5Ir!7&,0
Ce^djSn!LQ,0
At!a*lVBUr,0
Vf3OKrosWj,0
aIA5if%hPK,0
Hoj$hn6ndU,0
1g@t^EmHc1,0
FsuNt9l01H,0
3cRwgq@VZ#,0
XMf&s&hv!d,0
irwnUV0aff,0
oC#yKMzZKh,1
89Cr5etP7n,0
WFH9aVokJE,0
I7oaV1hUKv,0
@*R0wz$71G,0
LDQPjDC^Fs,0
k$qNcjO&LO,0
2UD!8kAtV&,0
K2VqpCd47G,0
Zk9!fqtXtD,0
MY$6ZO6m*Z,0
Ew#IIbUXPf,0
^%ImdI6rxy,0
E&XeI6FNaa,0
!a7ItoA9VT,0
QZQhQl3Nki,0
diA6nqX8TM,0
ySvrFI$stS,0
GCR$Li7GFe,0
Mg#*PwKJ5u,0
gp0ibtLtUa,0
VR6nYs!pht,0
b3jFRQJvtA,0
aXdypg2rn4,0
Ty%IL^v&Zj,0
2ScIcOYsmL,0
AQhuXR9QQ!,0
SOH0zO0QHU,0
hPFx8WWoI%,0
auoJ%6%W!f,0
yyhROcQRd&,0
DiV8ZEpd6s,0
1Lj#YSegwz,0
Xk7D@h&%IX,1
XrF1jsbR6l,0
JOI3JkCk42,0
mHBsO!xPPT,0
&oRdz%cBSH,0
xw6HySne!$,0
Bf*bEzGJ0F,0
AgXF0$X9AC,0
bDg1fBqpNm,0
ZAZ06MHYvP,0
UrgFRv$EZ@,0
JC82HejP1w,0
%2ZfvCH1oL,0
7GH7p9fzM5,0
PaB#IDSJLn,0
f5K5@xnL97,0
$Y^DohAWI@,0
lGomhpoQYB,0
0QJVco&K3&,0
w9jjDI8Q3r,0
^gtdXb9Yoa,0
Wn#p71V5PI,0
vN4%r$BBRM,0
e51n*euyE8,0
J@dLYMfwJC,0
!3H$KyLPzm,1
HQVx%^jPVm,0
WoyY3@k#wh,0
KHg^JiEMD3,0
hg5NIw12fe,0
AgWc7NX@$S,0
BHrvANdJf5,0
@ZU0cmdQ75,0
d9j$F&zfJv,0
$1fY9WCXRd,0
%5l4Be9376,0
TZE6Nk6$s^,0
MHc2XgEqVl,0
29bSgT9GOw,0
wt7nR3H6fb,0
nZEEQ2g^C8,0
ubIP9$5dl0,0
R6ylxeKO*c,0
hUDKJ@I3gW,0
AWXu#FS&9E,0
C9ySyOyGxO,0
f&tWBsDSBF,0
nP@2QEv80w,0
60gnGLEsJS,0
gvWZx4VuZ0,0
KpWxyClcpR,0
4%3UI$Hfk8,0
G6GK0u8&u6,0
$Hua@j7E9A,0
@atGiJ^lF0,0
Un$9C^VuN6,0
@xnCq*ncGw,0
p0^5wyXzke,0
O%65%K!Gri,0
ZRf5jHGHwx,0
l3767mh^%R,0
K*@%j7@fs%,0
A4nyHT8*me,0
$t84NFfX6E,0
!xu8YRz7!l,0
BdfazsLECe,0
&hQMRIXPBB,0
A%r1IfeLo^,0
PIiguFXV6J,0
hy!RNqaSzG,0
rcgEh@vw1u,0
KBb*@ssfee,0
P0U4x2hRkL,0
CSg7!jtsO^,0
!1*PeFaToX,0
&pb3B&OGa6,0
SCLYtjn$1Q,0
Uq@DgVXMpC,0
NFIW^*Lm7L,0
ZI%cyk2omF,0
CwmlUb9rE*,0
Y^UoS4NQ4x,0
Aoyws&3#R$,0
Ulwt6a4hzN,0
kUa8SNBmGF,0
2NcOt*Ek9a,0
*Fs*GVn55B,0
@vTDQpoGC3,0
W!D#x4ocxy,0
fLDF2&07DB,0
dCD^W@G6Rc,0
#IF1GDNSXy,0
IW1soCOkj@,0
ibJY%WbPYC,0
7D2HDzcc7e,0
8UWdMn3%di,0
c6N*Wli3ER,0
82%CrNFubm,0
jCEmBqH5Jv,0
M6*tJLPnlT,0
IQj6j6P8Yn,0
ClvifdiZQp,0
jJy9iV5&EN,0
pD*8fbAqL*,0
YWfmbOZcSF,0
N6OKAJgWmu,0
c4nAuWx4@o,0
3pAoFj*E%O,0
TcL*5xAMm0,0
Jc5k6l*ANJ,0
8jZ@Us%1GO,0
jC!BnlHqSO,0
Q*FWisz^cH,0
jMwwSddlKT,0
0A3mA3b@qh,0
TES0uhH0c^,0
ez!yg2d0XS,0
